factor,method,num_sorter,num_well_detected,recall,precision,f1
16,krig,55,39,0.65,0.709,0.678
16,remove,55,41,0.683,0.745,0.713
16,edsr,54,40,0.667,0.741,0.702
8,krig,60,40,0.667,0.667,0.667
8,remove,59,42,0.7,0.712,0.706
8,edsr,58,40,0.667,0.69,0.678
4,krig,56,37,0.617,0.661,0.638
4,remove,56,40,0.667,0.714,0.69
4,edsr,55,38,0.633,0.691,0.661
2,krig,43,26,0.433,0.605,0.505
2,remove,52,36,0.6,0.692,0.643
2,edsr,47,25,0.417,0.532,0.467
